0, 8
1, 4
2, 190
3, 240
4, 175
5, 141
6, 360
7, 223
8, 363
9, 370
10, 169
11, 236
12, 290
13, 219
14, 156
15, 345
16, 117
17, 389
18, 379
19, 259
20, 339
21, 352
22, 296
23, 310
24, 172
25, 90
26, 71
27, 58
28, 351
29, 132
30, 203
31, 253
32, 31
33, 396
34, 108
35, 372
36, 83
37, 355
38, 110
39, 118
40, 202
41, 311
42, 231
43, 192
44, 211
45, 280
46, 395
47, 258
48, 185
49, 96
50, 249
51, 221
52, 245
53, 313
54, 335
55, 349
56, 381
57, 12
58, 269
59, 325
60, 388
61, 337
62, 342
63, 358
64, 361
65, 274
66, 376
67, 350
68, 173
69, 393
70, 306
71, 295
72, 324
73, 143
74, 159
75, 279
76, 229
77, 115
78, 212
79, 160
80, 336
81, 371
82, 216
83, 266
84, 182
85, 305
86, 19
87, 244
88, 88
89, 268
90, 217
91, 51
92, 367
93, 330
94, 300
95, 194
96, 103
97, 228
98, 375
99, 384
100, 286
101, 18
102, 301
103, 265
104, 387
105, 99
106, 321
107, 250
108, 271
109, 334
110, 332
111, 275
112, 247
113, 287
114, 304
115, 138
116, 226
117, 293
118, 53
119, 353
120, 111
121, 50
122, 272
123, 391
124, 137
125, 183
126, 121
127, 283
128, 201
129, 386
130, 329
131, 307
132, 133
133, 139
134, 291
135, 278
136, 365
137, 319
138, 204
139, 30
140, 154
141, 260
142, 374
143, 74
144, 397
145, 289
146, 149
147, 357
148, 120
149, 368
150, 383
151, 237
152, 242
153, 366
154, 165
155, 348
156, 320
157, 227
158, 198
159, 261
160, 181
161, 341
162, 292
163, 200
164, 347
165, 346
166, 356
167, 235
168, 224
169, 7
170, 285
171, 298
172, 312
173, 392
174, 328
175, 56
176, 178
177, 276
178, 390
179, 252
180, 164
181, 238
182, 69
183, 130
184, 80
185, 394
186, 316
187, 23
188, 232
189, 82
190, 344
191, 128
192, 44
193, 67
194, 297
195, 378
196, 205
197, 243
198, 70
199, 75
200, 176
201, 326
202, 354
203, 63
204, 106
205, 338
206, 199
207, 318
208, 308
209, 166
210, 213
211, 153
212, 116
213, 197
214, 188
215, 299
216, 257
217, 377
218, 78
219, 380
220, 131
221, 359
222, 373
223, 210
224, 233
225, 97
226, 146
227, 294
228, 191
229, 256
230, 267
231, 385
232, 140
233, 168
234, 343
235, 246
236, 85
237, 148
238, 331
239, 52
240, 94
241, 135
242, 206
243, 171
244, 39
245, 174
246, 155
247, 281
248, 225
249, 136
250, 150
251, 123
252, 35
253, 184
254, 382
255, 362
256, 369
257, 323
258, 277
259, 239
260, 124
261, 322
262, 77
263, 315
264, 102
265, 179
266, 180
267, 127
268, 163
269, 22
270, 215
271, 95
272, 109
273, 125
274, 59
275, 61
276, 151
277, 209
278, 241
279, 234
280, 262
281, 263
282, 288
283, 270
284, 152
285, 208
286, 399
287, 114
288, 196
289, 157
290, 161
291, 42
292, 81
293, 317
294, 282
295, 195
296, 142
297, 104
298, 145
299, 189
300, 220
301, 222
302, 333
303, 68
304, 207
305, 309
306, 158
307, 248
308, 314
309, 122
310, 48
311, 40
312, 398
313, 100
314, 327
315, 129
316, 303
317, 45
318, 218
319, 73
320, 187
321, 79
322, 255
323, 144
324, 167
325, 62
326, 43
327, 3
328, 14
329, 41
330, 284
331, 170
332, 86
333, 33
334, 177
335, 72
336, 101
337, 54
338, 89
339, 24
340, 60
341, 93
342, 84
343, 49
344, 91
345, 254
346, 113
347, 186
348, 36
349, 29
350, 107
351, 17
352, 13
353, 134
354, 112
355, 64
356, 32
357, 28
358, 38
359, 230
360, 15
361, 20
362, 5
363, 47
364, 26
365, 27
366, 9
367, 11
368, 92
369, 16
370, 0
371, 1
372, 65
373, 6
