0, 27
1, 2
2, 1
3, 19
4, 6
5, 20
6, 49
7, 35
8, 45
9, 120
10, 71
11, 22
12, 115
13, 37
14, 68
15, 159
16, 163
17, 33
18, 151
19, 4
20, 117
21, 16
22, 30
23, 25
24, 24
25, 72
26, 39
27, 32
28, 147
29, 29
30, 93
31, 12
32, 15
33, 184
34, 134
35, 126
36, 193
37, 36
38, 51
39, 187
40, 118
41, 161
42, 28
43, 135
44, 63
45, 57
46, 145
47, 52
48, 95
49, 98
50, 96
51, 34
52, 110
53, 107
54, 102
55, 172
56, 185
57, 121
58, 11
59, 66
60, 94
61, 149
62, 47
63, 41
64, 3
65, 196
66, 103
67, 7
68, 17
69, 53
70, 75
71, 123
72, 139
73, 84
74, 199
75, 155
76, 73
77, 116
78, 64
79, 153
80, 170
81, 133
82, 162
83, 165
84, 61
85, 141
86, 90
87, 83
88, 156
89, 182
90, 108
91, 194
92, 38
93, 54
94, 46
95, 142
96, 138
97, 88
98, 80
99, 48
100, 168
101, 59
102, 106
103, 177
104, 31
105, 150
106, 191
107, 166
108, 43
109, 44
110, 136
111, 148
112, 175
113, 99
114, 60
115, 23
116, 8
117, 131
118, 26
119, 9
120, 14
121, 105
122, 81
123, 13
124, 58
125, 5
126, 85
127, 42
128, 21
129, 198
130, 130
131, 0
132, 18
133, 100
134, 109
135, 195
136, 183
137, 79
138, 87
139, 174
140, 178
141, 67
142, 112
143, 197
144, 89
145, 128
146, 74
147, 97
