0, 8
1, 4
2, 0
3, 6
4, 5
5, 397
6, 7
7, 15
8, 314
9, 318
10, 11
11, 38
12, 13
13, 18
14, 394
15, 361
16, 1
17, 20
18, 29
19, 9
20, 2
21, 10
22, 90
23, 110
24, 212
25, 152
26, 31
27, 57
28, 50
29, 71
30, 63
31, 30
32, 290
33, 96
34, 295
35, 240
36, 175
37, 17
38, 69
39, 185
40, 330
41, 14
42, 393
43, 389
44, 379
45, 66
46, 350
47, 216
48, 121
49, 221
50, 190
51, 99
52, 84
53, 112
54, 217
55, 88
56, 268
57, 53
58, 42
59, 58
60, 68
61, 310
62, 352
63, 48
64, 132
65, 193
66, 118
67, 67
68, 45
69, 123
70, 205
71, 271
72, 345
73, 82
74, 376
75, 143
76, 144
77, 300
78, 95
79, 358
80, 44
81, 114
82, 280
83, 80
84, 51
85, 52
86, 106
87, 75
88, 203
89, 131
90, 12
91, 223
92, 219
93, 370
94, 381
95, 55
96, 98
97, 108
98, 72
99, 153
100, 311
101, 16
102, 70
103, 267
104, 259
105, 224
106, 395
107, 136
108, 116
109, 360
110, 230
111, 339
112, 349
113, 303
114, 337
115, 263
116, 270
117, 159
118, 79
119, 21
120, 26
121, 137
122, 325
123, 266
124, 186
125, 83
126, 218
127, 97
128, 85
129, 288
130, 156
131, 198
132, 161
133, 172
134, 253
135, 165
136, 145
137, 135
138, 258
139, 64
140, 23
141, 129
142, 61
143, 24
144, 236
145, 269
146, 65
147, 117
148, 133
149, 56
150, 78
151, 298
152, 76
153, 371
154, 392
155, 74
156, 231
157, 335
158, 226
159, 166
160, 160
161, 182
162, 294
163, 126
164, 36
165, 367
166, 208
167, 243
168, 213
169, 229
170, 372
171, 228
172, 324
173, 385
174, 210
175, 211
176, 103
177, 308
178, 151
179, 296
180, 155
181, 365
182, 73
183, 22
184, 100
185, 120
186, 250
187, 167
188, 313
189, 28
190, 60
191, 41
192, 245
193, 355
194, 122
195, 25
196, 363
197, 260
198, 331
199, 157
200, 32
201, 322
202, 275
203, 189
204, 128
205, 237
206, 49
207, 279
208, 141
209, 102
210, 168
211, 364
212, 238
213, 39
214, 342
215, 261
216, 291
217, 344
218, 107
219, 33
220, 94
221, 346
222, 249
223, 242
224, 134
225, 256
226, 87
227, 115
228, 239
229, 177
230, 215
231, 252
232, 347
233, 146
234, 187
235, 196
236, 19
237, 332
238, 206
239, 264
240, 286
241, 77
242, 37
243, 62
244, 341
245, 93
246, 334
247, 233
248, 170
249, 321
250, 178
251, 113
252, 378
253, 199
254, 191
255, 171
256, 109
257, 329
258, 302
259, 301
260, 81
261, 59
262, 319
263, 293
264, 284
265, 149
266, 338
267, 366
268, 147
269, 232
270, 54
271, 150
272, 169
273, 173
274, 327
275, 101
276, 274
277, 111
278, 351
279, 287
280, 204
281, 323
282, 124
283, 127
284, 148
285, 105
286, 336
287, 202
288, 386
289, 183
290, 244
291, 92
292, 320
293, 192
294, 262
295, 305
296, 46
297, 343
298, 299
299, 348
300, 277
301, 104
302, 142
303, 40
304, 194
305, 139
306, 369
307, 27
308, 297
309, 200
310, 388
311, 333
312, 43
313, 174
314, 251
315, 89
316, 312
317, 86
318, 281
319, 246
320, 354
321, 207
322, 179
323, 158
324, 289
325, 235
326, 220
327, 257
328, 91
329, 309
330, 374
331, 234
332, 222
333, 282
334, 272
335, 214
336, 292
337, 47
338, 227
339, 209
340, 180
341, 176
342, 307
343, 326
344, 3
345, 140
346, 254
347, 391
348, 247
349, 357
350, 398
351, 35
352, 276
353, 255
354, 396
355, 375
356, 188
357, 380
358, 328
359, 317
360, 241
361, 130
362, 248
363, 201
364, 163
365, 154
366, 384
367, 359
368, 125
369, 306
370, 162
371, 181
372, 197
373, 373
374, 164
375, 353
376, 387
377, 195
378, 283
379, 315
380, 138
381, 340
382, 265
383, 377
384, 316
385, 34
386, 356
387, 119
388, 390
389, 225
390, 304
391, 285
392, 399
393, 383
394, 368
395, 382
396, 362
397, 273
398, 184
