"",54,57,58,59,60,61,62,63,64,65,66,650,1005,1011,1012,1014,1015,1016,1017,1025,1026,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
57,0,0,17,0,17,17,34,0,17,23,23,17,17,0,17,0,0,16,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
58,0,17,0,0,17,18,17,0,16,23,17,0,17,0,99,0,0,17,17,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,17,17,0,0,17,17,17,17,23,17,0,17,0,0,0,0,17,17,0,15,17,0,0,17,0,32,0,15,0,0,0,0,0
61,0,17,18,0,17,0,17,17,17,23,17,0,17,0,0,16,0,16,18,0,15,18,0,0,18,18,18,0,15,0,17,0,0,0
62,0,34,17,0,17,17,0,17,18,17,17,0,99,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,17,17,17,0,17,17,17,16,0,0,0,17,0,0,0,0,15,23,0,0,23,0,32,0,15,0,0,0,0,0
64,0,17,16,16,17,17,18,17,0,17,17,18,18,0,17,16,0,17,17,31,0,0,17,31,0,0,0,0,0,0,16,0,31,0
65,0,23,23,0,23,23,17,17,17,0,17,23,23,17,0,0,23,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,23,17,0,17,17,17,17,17,17,0,16,17,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,17,0,0,0,0,0,16,18,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,17,17,0,17,17,99,0,18,23,17,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,17,0,15,0,17,0,0,16
1011,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0,17,99,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,16,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,16,17,0,17,16,17,0,17,17,23,0,17,0,0,0,0,0,198,0,15,0,0,0,0,0,0,0,30,0,15,0,0,0
1017,0,17,17,0,17,18,17,0,17,17,23,0,16,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
1025,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,0,15,15,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,32,15,15,0,15,0,0,0,0,0
1030,0,0,0,0,17,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,99,0,32,0,15,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,17,38,0,0,0,0,0,31,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,17,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,32,99,0,0,0,0,32,0,15,0,0,0,0,0
1034,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0
1035,0,0,0,0,32,18,0,32,0,0,0,0,17,0,0,0,0,0,0,0,15,32,0,0,32,0,0,0,15,0,0,0,0,0
1036,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,15,15,0,15,0,0,0,0,15,0,0,0,0,15,0,0,15,15,0,0,15,15,15,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,17,0,0,16,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
