"",54,57,58,59,60,61,62,63,64,65,66,650,1005,1011,1012,1014,1015,1016,1017,1025,1026,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
57,0,0,20,0,14,14,30,0,31,15,15,10,15,0,36,0,0,16,31,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
58,0,20,0,0,14,14,15,0,31,15,16,0,15,0,20,0,0,15,31,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,14,14,0,0,12,32,14,31,15,15,0,15,0,0,0,0,31,31,0,14,14,0,0,14,0,32,0,32,0,0,0,0,0
61,0,14,14,0,12,0,31,14,31,31,15,0,15,0,0,15,0,15,15,0,32,14,0,0,14,31,13,0,32,0,17,0,0,0
62,0,30,15,0,32,31,0,31,31,31,15,0,15,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,14,14,31,0,31,31,31,16,0,0,0,31,0,0,0,0,32,12,0,0,14,0,13,0,13,0,0,0,0,0
64,0,31,31,14,31,31,31,31,0,31,31,16,15,0,31,31,0,15,15,31,0,0,31,31,0,0,0,0,0,0,16,0,31,0
65,0,15,15,0,15,31,31,31,31,0,15,16,15,32,0,0,32,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,15,16,0,15,15,15,31,31,15,0,16,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0,10,0,0,0,0,0,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,0,15,15,0,15,15,15,0,15,15,15,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,31,0,15,0,16,0,0,16
1011,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,0,36,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,15,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,0,16,15,0,31,15,31,0,15,32,15,0,15,0,0,0,0,0,62,0,32,0,0,0,0,0,0,0,30,0,15,0,0,0
1017,0,31,31,0,31,15,31,0,15,31,15,0,16,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
1025,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,0,0,0,0,14,32,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,14,32,32,0,14,0,0,0,0,0
1030,0,0,0,0,14,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,12,0,13,0,32,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,20,20,0,0,0,0,0,31,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,32,0,32,0,0,0,0,0
1034,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0
1035,0,0,0,0,32,13,0,13,0,0,0,0,31,0,0,0,0,0,0,0,32,13,0,0,32,0,0,0,32,0,0,0,0,0
1036,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,32,32,0,13,0,0,0,0,15,0,0,0,0,15,0,0,14,32,0,0,32,32,32,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,17,0,0,16,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
