0, 90
1, 98
2, 80
3, 103
4, 86
5, 75
6, 32
7, 156
8, 123
9, 39
10, 72
11, 16
12, 41
13, 165
14, 182
15, 104
16, 45
17, 93
18, 91
19, 131
20, 21
21, 133
22, 64
23, 38
24, 20
25, 43
26, 1
27, 120
28, 23
29, 76
30, 24
31, 36
32, 28
33, 19
34, 2
35, 27
36, 73
37, 94
38, 48
39, 84
40, 169
41, 55
42, 6
43, 10
44, 0
45, 4
46, 5
47, 14
48, 61
49, 18
50, 162
51, 3
52, 12
53, 47
54, 99
55, 108
56, 191
57, 109
58, 143
59, 30
60, 148
61, 59
62, 56
63, 92
64, 46
65, 132
66, 115
67, 74
68, 34
69, 8
70, 149
71, 144
72, 51
73, 78
74, 31
75, 7
