0, 103
1, 52
2, 142
3, 4
4, 118
5, 98
6, 112
7, 84
8, 42
9, 31
10, 11
11, 41
12, 120
13, 17
14, 3
15, 35
16, 76
17, 45
18, 71
19, 125
20, 143
21, 80
22, 129
23, 60
24, 97
25, 14
26, 72
27, 109
28, 140
29, 196
30, 2
31, 90
32, 67
33, 12
34, 55
35, 61
36, 23
37, 26
38, 59
39, 39
40, 28
41, 5
42, 6
43, 21
44, 44
45, 48
46, 146
47, 145
48, 78
49, 1
50, 99
51, 116
52, 171
53, 189
54, 88
55, 9
56, 75
57, 195
58, 183
59, 197
60, 191
61, 0
62, 82
63, 163
64, 190
65, 29
66, 151
67, 152
68, 181
69, 57
70, 68
71, 138
72, 123
73, 13
74, 122
75, 37
76, 43
