0, 6
1, 279
2, 8
3, 173
4, 356
5, 331
6, 395
7, 165
8, 188
9, 211
10, 144
11, 107
12, 207
13, 344
14, 175
15, 360
16, 58
17, 95
18, 185
19, 101
20, 327
21, 111
22, 143
23, 212
24, 295
25, 319
26, 147
27, 218
28, 353
29, 276
30, 262
31, 289
32, 30
33, 347
34, 119
35, 122
36, 158
37, 137
38, 126
39, 386
40, 135
41, 170
42, 357
43, 273
44, 316
45, 294
46, 361
47, 183
48, 238
49, 54
50, 205
51, 121
52, 243
53, 332
54, 278
55, 217
56, 151
57, 191
58, 204
59, 236
60, 329
61, 382
62, 377
63, 252
64, 12
65, 364
66, 131
67, 15
68, 342
69, 198
70, 208
71, 340
72, 51
73, 36
74, 190
75, 130
76, 334
77, 296
78, 263
79, 103
80, 44
81, 177
82, 187
83, 359
84, 275
85, 284
86, 311
87, 38
88, 199
89, 375
90, 271
91, 333
92, 59
93, 26
94, 368
95, 314
96, 233
97, 320
98, 120
99, 202
100, 313
101, 297
102, 301
103, 323
104, 203
105, 325
106, 29
107, 299
108, 2
109, 39
110, 366
111, 335
112, 365
113, 160
114, 77
115, 155
116, 254
117, 214
118, 186
119, 369
120, 346
121, 399
122, 256
123, 242
124, 265
125, 321
126, 184
127, 280
128, 277
129, 349
130, 169
131, 370
132, 4
133, 166
134, 328
135, 351
136, 305
137, 226
138, 310
139, 283
140, 391
141, 385
142, 376
143, 253
144, 306
145, 374
146, 266
147, 241
148, 230
149, 194
150, 355
151, 379
152, 281
153, 367
154, 140
155, 193
156, 197
157, 259
158, 324
159, 384
160, 229
161, 87
162, 286
163, 161
164, 215
165, 290
166, 341
167, 114
168, 389
169, 315
170, 267
171, 156
172, 292
173, 308
174, 272
175, 90
176, 37
177, 239
178, 358
179, 390
180, 343
181, 257
182, 304
183, 303
184, 339
185, 348
186, 398
187, 362
188, 138
189, 393
190, 337
191, 231
192, 282
193, 255
194, 98
195, 392
196, 181
197, 302
198, 387
199, 195
200, 149
201, 164
202, 378
203, 394
204, 354
205, 318
206, 115
207, 210
208, 53
209, 326
210, 350
211, 338
212, 322
213, 285
214, 380
215, 99
216, 270
217, 363
218, 63
219, 309
220, 92
221, 128
222, 93
223, 388
224, 132
225, 178
226, 260
227, 248
228, 244
229, 293
230, 123
231, 154
232, 269
233, 228
234, 41
235, 127
236, 224
237, 148
238, 141
239, 345
240, 219
241, 97
242, 84
243, 28
244, 112
245, 66
246, 81
247, 274
248, 104
249, 300
250, 17
251, 189
252, 268
253, 172
254, 213
255, 220
256, 162
257, 288
258, 317
259, 221
260, 206
261, 152
262, 330
263, 246
264, 142
265, 250
266, 373
267, 249
268, 232
269, 163
270, 352
271, 91
272, 133
273, 307
274, 371
275, 247
276, 227
277, 396
278, 234
279, 298
280, 168
281, 237
282, 264
283, 201
284, 118
285, 109
286, 383
287, 74
288, 182
289, 139
290, 82
291, 78
292, 68
293, 372
294, 48
295, 225
296, 235
297, 223
298, 167
299, 145
300, 116
301, 291
302, 134
303, 34
304, 397
305, 261
306, 381
307, 22
308, 89
309, 258
310, 222
311, 57
312, 40
313, 75
314, 251
315, 73
316, 209
317, 153
318, 240
319, 196
320, 102
321, 110
322, 67
323, 150
324, 55
325, 336
326, 192
327, 136
328, 72
329, 56
330, 287
331, 96
332, 79
333, 157
334, 113
335, 100
336, 216
337, 94
338, 46
339, 3
340, 43
341, 245
342, 117
343, 174
344, 69
345, 27
346, 52
347, 108
348, 13
349, 60
350, 179
351, 19
352, 180
353, 80
354, 125
355, 20
356, 9
357, 61
358, 14
359, 18
360, 47
361, 64
362, 83
363, 105
364, 62
365, 129
366, 33
367, 50
368, 24
369, 85
370, 71
371, 7
372, 1
373, 176
374, 0
375, 106
376, 88
377, 16
378, 11
379, 10
