0, 27
1, 2
2, 1
3, 19
4, 6
5, 45
6, 20
7, 35
8, 37
9, 24
10, 49
11, 120
12, 28
13, 61
14, 151
15, 147
16, 11
17, 4
18, 117
19, 71
20, 22
21, 68
22, 30
23, 12
24, 25
25, 5
26, 163
27, 16
28, 33
29, 15
30, 149
31, 108
32, 58
33, 170
34, 186
35, 3
36, 10
37, 83
38, 154
39, 111
40, 165
41, 156
42, 131
43, 153
44, 53
45, 41
46, 32
47, 39
48, 106
49, 29
50, 159
51, 115
52, 18
53, 93
54, 74
55, 31
56, 0
57, 48
